Age,Gender,Education Level,Job Title,Years of Experience,Salary
42.0,1,5,4,12.0,170000.0
23.0,1,2,11,1.0,26000.0
39.0,0,4,24,15.0,134641.0
28.0,0,5,6,6.0,105000.0
26.0,1,0,2,3.0,120000.0
37.0,1,4,24,9.0,150000.0
28.0,0,0,26,5.0,160000.0
62.0,1,5,27,19.0,200000.0
34.0,0,5,19,10.0,150000.0
32.0,0,4,24,7.0,100000.0
27.0,0,0,18,4.0,150000.0
24.0,0,2,21,1.0,35000.0
45.0,1,4,15,20.0,204000.0
31.0,1,0,2,9.0,195000.0
46.0,1,5,27,16.0,185000.0
24.0,1,1,0,1.0,55935.0
33.0,1,5,20,10.0,150000.0
23.0,0,1,0,1.0,55000.0
42.0,0,4,5,12.0,120000.0
24.0,1,2,11,1.0,25000.0
33.0,0,4,2,7.0,95000.0
26.0,1,1,25,2.0,60000.0
28.0,1,1,28,3.0,55000.0
30.0,0,1,13,4.0,57000.0
30.0,1,4,9,6.0,105725.0
27.0,1,5,3,2.0,115000.0
39.0,0,4,15,10.0,110000.0
34.0,1,5,6,12.0,170000.0
41.0,0,4,13,13.0,131000.0
33.0,0,5,7,5.0,70000.0
36.0,0,4,28,7.0,85000.0
26.0,1,0,2,3.0,130000.0
31.0,1,2,21,3.0,50000.0
46.0,0,4,23,13.0,180000.0
32.0,1,4,23,11.0,128078.0
51.0,0,4,23,25.0,177913.0
50.0,1,5,23,19.0,200000.0
34.0,1,4,3,9.0,140000.0
31.0,1,3,3,9.0,185000.0
36.0,0,4,13,8.0,85000.0
30.0,1,1,26,5.0,75000.0
34.0,1,5,6,12.0,170000.0
32.0,0,4,9,6.0,115000.0
46.0,1,5,27,14.0,180000.0
47.0,1,5,3,19.0,190000.0
33.0,0,1,9,6.0,115000.0
31.0,1,4,23,7.0,135000.0
32.0,0,0,3,9.0,185000.0
50.0,0,4,22,18.0,180000.0
28.0,1,1,26,4.0,75000.0
26.0,1,0,2,3.0,110000.0
34.0,1,4,3,9.0,140000.0
24.0,0,1,25,2.0,55000.0
36.0,0,1,16,7.0,91000.0
31.0,1,2,21,3.0,50000.0
35.0,0,4,2,9.0,120000.0
33.0,0,3,18,11.0,195000.0
46.0,1,5,3,18.0,180000.0
45.0,1,4,15,20.0,204000.0
31.0,1,3,3,9.0,185000.0
43.0,0,5,23,14.0,190000.0
54.0,1,5,27,17.0,195000.0
36.0,1,5,4,12.0,170000.0
32.0,0,4,7,8.0,120000.0
33.0,1,1,16,7.0,96000.0
41.0,0,5,4,16.0,200000.0
38.0,1,1,18,13.0,160000.0
33.0,0,4,15,9.0,130000.0
36.0,0,4,24,13.0,140010.0
31.0,0,3,3,6.0,180000.0
44.0,1,5,27,19.0,172955.0
34.0,1,1,15,9.0,130000.0
28.0,1,1,26,4.0,75000.0
44.0,0,4,23,12.0,170000.0
36.0,0,4,13,8.0,85000.0
32.0,0,5,3,9.0,145000.0
34.0,1,0,18,9.0,185000.0
26.0,0,3,18,2.0,120000.0
30.0,0,1,13,4.0,65000.0
26.0,1,4,9,3.0,70216.0
32.0,1,4,0,7.0,120000.0
31.0,0,5,3,8.0,140000.0
29.0,1,1,12,4.0,70000.0
30.0,1,1,25,6.0,85000.0
27.0,0,4,0,2.0,70000.0
34.0,1,4,0,8.0,140000.0
49.0,1,5,3,22.0,220000.0
36.0,1,1,27,8.0,135000.0
31.0,1,1,9,6.0,115000.0
42.0,0,1,26,13.0,197000.0
42.0,1,5,3,13.0,140000.0
37.0,1,1,16,10.0,113000.0
39.0,0,4,24,11.0,160000.0
27.0,0,4,0,2.0,70000.0
57.0,0,4,9,33.0,188232.0
48.0,1,5,4,18.0,210000.0
29.0,0,3,3,6.0,150000.0
24.0,0,4,26,2.0,60000.0
33.0,1,1,8,6.0,110000.0
27.0,1,0,2,2.0,110000.0
27.0,1,1,0,3.0,80000.0
29.0,0,1,8,4.0,90000.0
42.0,1,4,18,14.0,180000.0
24.0,1,0,2,1.0,90000.0
30.0,0,0,2,5.0,145000.0
36.0,1,4,9,13.0,146508.0
33.0,0,4,0,5.0,110000.0
35.0,1,4,24,7.0,140000.0
45.0,1,4,5,14.0,140000.0
28.0,0,1,8,2.0,65000.0
41.0,1,1,1,12.0,120000.0
37.0,1,4,14,14.0,190000.0
33.0,0,4,15,9.0,130000.0
34.0,1,4,2,8.0,100000.0
30.0,0,5,3,7.0,185000.0
31.0,1,3,3,9.0,185000.0
38.0,1,4,14,14.0,195000.0
50.0,0,4,9,24.0,192756.0
30.0,1,1,0,5.0,100000.0
34.0,1,0,18,9.0,185000.0
40.0,0,4,10,11.0,120000.0
48.0,0,5,22,17.0,170000.0
41.0,1,1,1,12.0,120000.0
26.0,1,1,25,2.0,60000.0
28.0,0,1,23,3.0,70397.0
30.0,1,1,16,5.0,70000.0
29.0,0,3,3,6.0,180000.0
32.0,1,0,26,8.0,180000.0
40.0,0,1,7,16.0,215000.0
27.0,0,4,9,3.0,100000.0
43.0,1,5,23,13.0,185000.0
33.0,0,1,9,7.0,130000.0
43.0,1,5,23,13.0,185000.0
32.0,1,1,8,6.0,110000.0
41.0,1,5,3,15.0,157000.0
26.0,1,1,25,2.0,60000.0
30.0,0,4,0,6.0,130000.0
49.0,1,5,27,15.0,185000.0
33.0,0,4,15,9.0,135000.0
23.0,0,1,26,1.0,50000.0
27.0,1,1,17,2.0,55000.0
27.0,1,0,26,4.0,140000.0
27.0,1,1,26,3.0,80000.0
36.0,1,1,23,14.0,119224.0
40.0,0,4,10,12.0,130000.0
27.0,1,2,11,2.0,35000.0
29.0,0,3,3,6.0,180000.0
43.0,1,5,23,13.0,185000.0
40.0,0,4,10,12.0,130000.0
27.0,1,5,3,2.0,115000.0
28.0,0,2,11,1.0,25000.0
27.0,1,1,26,3.0,80000.0
34.0,1,1,16,8.0,101000.0
25.0,1,0,2,2.0,110000.0
27.0,1,0,26,4.0,140000.0
27.0,0,1,25,3.0,61000.0
27.0,0,4,1,4.0,80000.0
32.0,1,1,18,7.0,120000.0
45.0,0,4,24,23.0,174436.0
27.0,1,1,26,3.0,80000.0
27.0,1,1,25,3.0,60000.0
28.0,1,1,8,2.0,65000.0
24.0,1,1,0,1.0,55000.0
28.0,0,5,6,6.0,105000.0
27.0,1,1,26,3.0,80000.0
29.0,1,1,26,4.0,65000.0
25.0,0,0,2,2.0,110000.0
33.0,1,5,3,8.0,190000.0
30.0,0,5,3,7.0,170000.0
25.0,0,2,21,0.0,25000.0
38.0,1,1,8,11.0,136062.0
30.0,0,5,3,7.0,185000.0
33.0,0,4,24,8.0,105000.0
60.0,1,5,27,18.0,195000.0
43.0,1,5,23,13.0,185000.0
29.0,1,1,12,4.0,70000.0
43.0,0,5,23,14.0,190000.0
44.0,1,5,3,15.0,150000.0
28.0,0,2,11,1.0,30000.0
43.0,0,5,23,14.0,190000.0
29.0,1,1,12,4.0,75000.0
32.0,0,1,6,8.0,80000.0
24.0,1,1,0,2.0,63901.0
34.0,1,4,8,9.0,150000.0
32.0,1,1,0,4.0,95000.0
47.0,1,5,23,16.0,190000.0
42.0,1,5,27,14.0,190000.0
26.0,0,0,2,3.0,100000.0
24.0,0,1,28,1.0,40000.0
34.0,1,4,26,9.0,125000.0
35.0,0,4,10,8.0,92000.0
49.0,1,5,27,15.0,185000.0
45.0,0,4,27,22.0,183530.0
38.0,1,1,16,11.0,119000.0
40.0,0,5,24,12.0,160000.0
33.0,0,3,18,11.0,195000.0
39.0,0,1,7,10.0,100000.0
32.0,0,4,24,7.0,100000.0
31.0,0,5,3,8.0,140000.0
27.0,1,5,3,2.0,115000.0
34.0,0,1,10,6.0,75000.0
33.0,0,4,15,8.0,120000.0
30.0,0,1,26,5.0,90000.0
41.0,0,5,4,16.0,200000.0
39.0,0,4,27,12.0,160000.0
27.0,1,0,26,4.0,140000.0
31.0,1,0,2,9.0,190000.0
45.0,0,3,6,16.0,180000.0
36.0,1,5,20,13.0,160000.0
28.0,0,1,12,3.0,60000.0
56.0,1,5,27,18.0,195000.0
30.0,0,0,2,5.0,145000.0
37.0,1,4,14,14.0,190000.0
31.0,1,0,2,9.0,190000.0
37.0,1,4,24,9.0,145000.0
39.0,0,4,15,11.0,120000.0
48.0,0,1,23,22.0,168691.0
35.0,1,1,0,8.0,140000.0
38.0,1,1,16,11.0,119000.0
37.0,1,1,2,11.0,160000.0
30.0,1,4,9,5.0,105000.0
43.0,0,5,23,14.0,190000.0
26.0,1,1,17,2.0,55000.0
26.0,1,4,9,3.0,70216.0
32.0,1,0,26,8.0,180000.0
32.0,1,0,26,8.0,190000.0
50.0,0,1,23,25.0,177862.0
27.0,0,1,28,2.0,50000.0
25.0,0,4,26,2.0,60000.0
33.0,0,4,15,9.0,130000.0
44.0,0,4,24,11.0,170000.0
42.0,0,4,5,12.0,120000.0
40.0,0,1,7,16.0,215000.0
30.0,0,1,13,4.0,57000.0
36.0,0,5,20,13.0,185000.0
30.0,1,0,18,8.0,185000.0
42.0,1,5,27,14.0,190000.0
25.0,0,0,2,2.0,110000.0
31.0,0,4,1,8.0,120000.0
29.0,0,4,28,4.0,65000.0
45.0,1,5,5,14.0,140000.0
27.0,0,4,0,2.0,70000.0
36.0,1,1,27,8.0,135000.0
24.0,1,0,2,1.0,90000.0
25.0,0,4,26,2.0,60000.0
22.0,0,2,0,0.0,51832.0
28.0,0,3,3,6.0,150000.0
31.0,0,4,7,8.0,120000.0
36.0,0,5,20,12.0,170000.0
26.0,1,4,9,3.0,70216.0
34.0,1,1,16,8.0,104000.0
28.0,1,1,26,3.0,70000.0
35.0,1,1,28,6.0,80000.0
29.0,0,2,11,1.0,26000.0
28.0,1,3,18,3.0,130000.0
49.0,0,5,23,17.0,195000.0
27.0,1,5,3,2.0,115000.0
42.0,1,4,28,10.0,110000.0
42.0,1,4,24,18.0,180000.0
32.0,1,1,16,6.0,75000.0
25.0,0,1,8,1.0,55000.0
28.0,0,0,26,5.0,160000.0
31.0,0,4,24,6.0,114290.0
40.0,1,4,27,17.0,151670.0
33.0,0,4,9,9.0,136986.0
49.0,1,5,27,15.0,185000.0
28.0,0,3,3,6.0,155000.0
36.0,1,4,0,9.0,150000.0
34.0,1,1,28,7.0,85000.0
24.0,0,2,21,0.0,25000.0
41.0,1,5,23,12.0,165000.0
24.0,1,1,0,2.0,64182.0
43.0,1,5,3,16.0,162000.0
26.0,1,0,2,3.0,120000.0
27.0,1,0,26,4.0,140000.0
50.0,0,4,9,24.0,192756.0
30.0,0,5,3,7.0,185000.0
23.0,0,1,26,1.0,50000.0
27.0,0,4,1,4.0,80000.0
28.0,0,1,13,3.0,60000.0
28.0,0,1,13,3.0,60000.0
45.0,1,4,15,20.0,204000.0
28.0,0,1,12,3.0,60000.0
28.0,0,1,8,2.0,65000.0
30.0,1,1,16,5.0,70000.0
46.0,1,5,27,16.0,185000.0
46.0,1,1,23,25.0,166958.0
26.0,1,4,9,4.0,91062.0
32.0,1,0,26,8.0,190000.0
27.0,1,5,15,4.0,55000.0
29.0,0,3,3,6.0,180000.0
29.0,1,1,26,4.0,71000.0
31.0,0,4,5,6.0,95000.0
48.0,1,5,24,26.0,194638.0
32.0,1,1,18,7.0,120000.0
30.0,1,1,0,5.0,100000.0
23.0,1,2,11,1.0,26000.0
42.0,1,5,27,14.0,190000.0
46.0,0,5,22,16.0,160000.0
28.0,1,0,26,4.0,160000.0
29.0,1,0,2,7.0,130000.0
40.0,1,5,5,13.0,135000.0
33.0,0,1,10,6.0,75000.0
43.0,1,5,3,16.0,162000.0
27.0,0,4,9,3.0,100000.0
28.0,0,0,26,5.0,160000.0
33.0,0,4,9,9.0,136986.0
38.0,1,1,0,14.0,136449.0
33.0,0,4,15,9.0,130000.0
35.0,0,5,15,8.0,80000.0
28.0,1,1,0,2.0,70000.0
31.0,0,4,7,8.0,120000.0
48.0,1,5,3,22.0,219000.0
28.0,1,5,15,4.0,55000.0
36.0,0,5,20,12.0,170000.0
36.0,1,1,8,12.0,137878.0
27.0,1,5,15,4.0,55000.0
32.0,1,1,18,7.0,120000.0
26.0,1,4,9,4.0,89843.0
37.0,1,4,24,9.0,145000.0
26.0,1,4,9,3.0,68472.0
31.0,0,1,24,6.0,104378.0
30.0,0,2,11,1.0,26000.0
25.0,0,2,21,1.0,35000.0
41.0,0,4,13,13.0,131000.0
42.0,0,4,5,12.0,120000.0
36.0,0,4,15,11.0,117000.0
49.0,1,4,9,22.0,179045.0
39.0,0,4,15,12.0,150000.0
50.0,1,5,23,19.0,200000.0
54.0,1,5,27,28.0,188484.0
48.0,0,5,22,17.0,170000.0
50.0,1,5,23,16.0,195000.0
33.0,0,4,23,10.0,113334.0
31.0,0,5,3,8.0,140000.0
34.0,1,5,19,12.0,170000.0
27.0,1,1,17,2.0,55000.0
26.0,1,2,11,2.0,31000.0
23.0,1,0,2,1.0,95000.0
31.0,1,1,8,6.0,115000.0
29.0,0,3,3,6.0,180000.0
33.0,0,4,8,9.0,121432.0
41.0,1,4,8,13.0,127346.0
32.0,1,0,18,7.0,170000.0
26.0,0,0,2,3.0,130000.0
29.0,0,4,0,3.0,90000.0
28.0,0,0,26,5.0,160000.0
35.0,0,4,13,8.0,85000.0
28.0,0,0,26,5.0,150000.0
36.0,1,4,9,13.0,147326.0
29.0,0,0,2,7.0,130000.0
33.0,0,4,15,9.0,135000.0
43.0,0,5,23,14.0,190000.0
36.0,1,1,16,9.0,110000.0
27.0,0,1,26,3.0,70000.0
40.0,0,5,24,12.0,160000.0
45.0,0,1,23,22.0,171468.0
33.0,1,1,16,7.0,85000.0
35.0,0,4,13,8.0,85000.0
32.0,1,1,2,5.0,135000.0
27.0,1,1,12,2.0,50000.0
27.0,1,1,26,3.0,80000.0
28.0,1,0,26,4.0,160000.0
32.0,0,1,6,8.0,80000.0
32.0,1,1,18,7.0,120000.0
32.0,1,0,26,8.0,190000.0
44.0,1,4,24,18.0,152168.0
28.0,1,1,26,4.0,75000.0
44.0,1,4,23,11.0,170000.0
45.0,1,4,15,13.0,130000.0
25.0,1,1,18,1.0,60000.0
34.0,1,4,0,8.0,140000.0
34.0,1,5,19,11.0,160000.0
37.0,1,5,5,11.0,115000.0
29.0,0,4,9,5.0,102868.0
40.0,1,4,27,17.0,151670.0
32.0,1,1,18,7.0,120000.0
34.0,1,4,3,9.0,140000.0
33.0,0,3,18,11.0,198000.0
33.0,1,5,3,8.0,190000.0
42.0,1,4,27,13.0,170000.0
35.0,0,4,2,9.0,120000.0
35.0,0,4,2,9.0,120000.0
54.0,1,4,24,32.0,195270.0
34.0,1,4,2,8.0,100000.0
31.0,1,2,21,3.0,50000.0
25.0,0,4,26,2.0,60000.0
30.0,1,1,26,4.0,65000.0
33.0,1,1,28,5.0,70000.0
38.0,1,1,0,14.0,136449.0
32.0,1,0,26,8.0,190000.0
24.0,1,0,2,2.0,95000.0
37.0,1,1,2,11.0,160000.0
39.0,0,4,27,12.0,160000.0
34.0,1,5,6,12.0,170000.0
31.0,0,0,26,6.0,155000.0
33.0,0,1,9,6.0,115000.0
26.0,1,0,2,3.0,130000.0
31.0,0,4,7,8.0,120000.0
40.0,0,4,10,12.0,130000.0
36.0,1,4,24,7.0,140000.0
30.0,0,1,7,4.0,55000.0
42.0,1,1,0,16.0,137489.0
24.0,0,1,8,1.0,51265.0
34.0,1,5,6,12.0,170000.0
42.0,1,4,9,19.0,177347.0
30.0,1,4,8,8.0,107895.0
40.0,0,5,24,12.0,160000.0
31.0,0,3,3,6.0,180000.0
48.0,0,1,23,21.0,163209.0
28.0,1,1,17,3.0,60000.0
37.0,1,1,2,11.0,160000.0
38.0,1,1,16,11.0,119000.0
50.0,1,5,27,17.0,195000.0
30.0,1,4,7,7.0,120000.0
27.0,1,1,26,3.0,60000.0
33.0,1,5,20,10.0,150000.0
34.0,1,3,24,9.0,105000.0
26.0,1,1,17,2.0,55000.0
35.0,0,4,13,8.0,85000.0
32.0,1,4,28,6.0,80000.0
41.0,1,5,3,15.0,157000.0
25.0,0,1,8,1.0,55000.0
51.0,1,5,3,24.0,240000.0
41.0,0,5,27,14.0,185000.0
54.0,1,1,23,28.0,192292.0
32.0,1,5,22,8.0,80000.0
31.0,1,1,16,6.0,75000.0
28.0,1,1,26,4.0,75000.0
43.0,1,5,3,16.0,160000.0
42.0,1,5,24,14.0,170000.0
33.0,0,4,15,9.0,130000.0
35.0,1,4,9,9.0,132638.0
28.0,0,2,11,1.0,30000.0
49.0,1,5,23,15.0,185000.0
62.0,1,5,27,19.0,200000.0
46.0,1,5,27,16.0,185000.0
25.0,1,1,18,1.0,60000.0
30.0,1,4,7,7.0,120000.0
29.0,0,3,3,6.0,180000.0
45.0,1,5,3,19.0,190000.0
32.0,0,1,6,8.0,80000.0
39.0,0,4,15,10.0,110000.0
32.0,0,1,1,7.0,90000.0
38.0,1,4,14,14.0,195000.0
31.0,1,0,26,9.0,180000.0
29.0,0,1,13,3.0,55000.0
35.0,1,4,9,9.0,132638.0
25.0,0,2,21,0.0,25000.0
24.0,0,1,25,2.0,55000.0
28.0,0,5,6,6.0,105000.0
42.0,1,5,5,14.0,130000.0
36.0,0,4,24,13.0,139413.0
33.0,0,4,15,9.0,130000.0
32.0,1,1,18,7.0,120000.0
40.0,0,4,10,11.0,120000.0
29.0,0,1,13,3.0,55000.0
27.0,1,1,8,2.0,65000.0
28.0,1,1,17,3.0,60000.0
33.0,1,4,24,8.0,139817.0
30.0,0,1,26,5.0,90000.0
35.0,0,5,19,11.0,160000.0
27.0,1,1,8,3.0,80000.0
34.0,0,3,18,12.0,196000.0
28.0,0,1,12,3.0,60000.0
33.0,1,3,3,10.0,195000.0
26.0,1,1,12,2.0,50000.0
45.0,1,4,6,14.0,140000.0
54.0,1,4,24,31.0,193746.0
44.0,1,5,3,18.0,182000.0
26.0,1,0,2,3.0,130000.0
26.0,1,1,22,5.0,85000.0
49.0,1,5,27,15.0,185000.0
34.0,1,5,6,12.0,170000.0
49.0,1,5,27,15.0,185000.0
33.0,1,1,16,7.0,96000.0
34.0,1,5,19,11.0,160000.0
28.0,1,1,26,4.0,75000.0
33.0,0,4,15,8.0,120000.0
27.0,1,1,25,3.0,60000.0
24.0,0,2,21,1.0,30000.0
34.0,1,1,0,10.0,94502.0
30.0,0,5,3,7.0,185000.0
26.0,1,0,2,3.0,130000.0
34.0,1,4,3,9.0,140000.0
30.0,1,1,26,4.0,65000.0
42.0,1,5,24,14.0,170000.0
23.0,0,1,26,1.0,50000.0
24.0,0,2,21,1.0,30000.0
32.0,1,1,18,7.0,120000.0
49.0,1,1,9,22.0,181132.0
54.0,1,4,9,28.0,191239.0
33.0,0,4,15,9.0,130000.0
46.0,1,4,24,20.0,174938.0
39.0,0,1,7,16.0,200000.0
35.0,0,1,9,8.0,145000.0
25.0,1,1,18,1.0,60000.0
33.0,0,3,18,11.0,198000.0
29.0,0,3,3,6.0,180000.0
28.0,1,1,28,4.0,65000.0
28.0,0,1,12,3.0,60000.0
44.0,0,4,23,12.0,170000.0
32.0,1,0,26,8.0,190000.0
26.0,1,1,8,2.0,70000.0
43.0,1,4,24,21.0,185119.0
40.0,0,4,27,12.0,160000.0
28.0,0,1,12,3.0,60000.0
31.0,1,0,2,9.0,190000.0
28.0,1,0,26,5.0,160000.0
38.0,1,4,24,10.0,155000.0
26.0,1,0,2,3.0,130000.0
30.0,0,1,13,4.0,65000.0
27.0,1,1,26,3.0,80000.0
29.0,0,3,3,6.0,180000.0
36.0,0,4,23,11.0,134482.0
34.0,0,1,10,6.0,75000.0
46.0,0,1,24,20.0,139398.0
38.0,1,1,18,13.0,160000.0
33.0,1,1,18,8.0,130000.0
29.0,0,1,7,4.0,55000.0
42.0,0,4,5,13.0,135000.0
50.0,1,5,3,23.0,225000.0
28.0,0,1,12,3.0,65000.0
45.0,1,5,27,16.0,185000.0
55.0,1,5,27,18.0,210000.0
27.0,1,5,15,4.0,55000.0
43.0,0,5,23,14.0,190000.0
28.0,1,1,25,3.0,60000.0
25.0,0,4,26,2.0,60000.0
30.0,1,1,26,4.0,65000.0
33.0,0,1,9,6.0,115000.0
29.0,0,3,3,6.0,180000.0
26.0,1,1,22,5.0,85000.0
29.0,0,1,0,3.0,85000.0
43.0,0,5,23,14.0,190000.0
34.0,1,4,2,8.0,100000.0
32.0,1,4,18,7.0,110000.0
32.0,1,0,26,8.0,190000.0
25.0,0,3,2,1.0,100000.0
34.0,1,4,28,8.0,90000.0
23.0,2,2,8,2.0,62852.0
31.0,0,5,20,8.0,120000.0
42.0,1,5,9,14.0,180000.0
39.0,0,4,10,11.0,120000.0
25.0,1,1,18,1.0,60000.0
30.0,1,5,3,6.0,100000.0
31.0,1,0,18,8.0,190000.0
46.0,1,5,27,16.0,185000.0
38.0,1,4,14,14.0,195000.0
29.0,0,1,7,4.0,55000.0
29.0,1,1,12,4.0,70000.0
39.0,0,4,27,12.0,160000.0
33.0,0,1,1,7.0,90000.0
27.0,1,1,26,3.0,85000.0
38.0,1,1,0,12.0,132442.0
26.0,1,4,9,4.0,102859.0
26.0,1,0,2,3.0,110000.0
26.0,1,1,12,2.0,50000.0
34.0,1,4,2,8.0,100000.0
45.0,1,4,24,21.0,180367.0
46.0,0,5,27,14.0,180000.0
33.0,1,0,28,6.0,65000.0
35.0,0,4,2,9.0,120000.0
44.0,1,5,3,18.0,182000.0
42.0,1,4,18,14.0,180000.0
33.0,0,3,18,11.0,198000.0
27.0,0,4,9,3.0,100000.0
28.0,0,4,9,7.0,115920.0
26.0,1,1,26,2.0,60000.0
33.0,0,4,15,9.0,130000.0
34.0,1,1,15,9.0,130000.0
34.0,0,1,9,8.0,122485.0
38.0,1,1,8,11.0,136062.0
31.0,1,0,2,9.0,190000.0
54.0,1,1,23,28.0,192292.0
32.0,0,1,6,8.0,80000.0
35.0,0,4,10,8.0,92000.0
32.0,1,4,9,7.0,135000.0
50.0,0,4,1,15.0,150000.0
31.0,0,0,26,6.0,155000.0
36.0,0,5,15,9.0,95000.0
45.0,1,4,15,13.0,130000.0
